partition	protID	trimmedLength	trimmedPercent	span	spanLength	spanPercent	refProtLength
Homo_sapiens_80686-80925	sp|Q9UIV1|CNOT7_HUMAN	228	0.800	(11, 239)	228	0.800	285
Homo_sapiens_30462-30796	sp|Q9Y376|CAB39_HUMAN	312	0.915	(0, 333)	333	0.977	341
Homo_sapiens_66665-66840	sp|Q9Y535|RPC8_HUMAN	171	0.838	(0, 199)	199	0.975	204
Homo_sapiens_36855-37039	sp|P53990|IST1_HUMAN	174	0.478	(0, 179)	179	0.492	364
Homo_sapiens_7218-7494	sp|Q06265|EXOS9_HUMAN	251	0.572	(6, 269)	263	0.599	439
Homo_sapiens_9916-10100	sp|Q9Y221|NIP7_HUMAN	179	0.994	(0, 179)	179	0.994	180
Homo_sapiens_24010-24610	sp|P25205|MCM3_HUMAN	567	0.702	(8, 652)	644	0.797	808
Homo_sapiens_25914-26109	sp|O43633|CHM2A_HUMAN	188	0.847	(3, 216)	213	0.959	222
Homo_sapiens_49522-49670	sp|Q96EC8|YIPF6_HUMAN	142	0.602	(52, 228)	176	0.746	236
Homo_sapiens_39555-39825	sp|Q13685|AAMP_HUMAN	248	0.571	(80, 427)	347	0.800	434
Homo_sapiens_24925-25021	sp|P09234|RU1C_HUMAN	76	0.478	(2, 111)	109	0.686	159
Homo_sapiens_61464-61607	sp|P46779|RL28_HUMAN	126	0.920	(0, 132)	132	0.964	137
Homo_sapiens_55665-55920	sp|P35232|PHB_HUMAN	249	0.915	(12, 261)	249	0.915	272
Homo_sapiens_54775-54909	sp|Q9NQ39|RS10L_HUMAN	129	0.733	(0, 170)	170	0.966	176
Homo_sapiens_43343-43624	sp|Q9NX74|DUS2L_HUMAN	250	0.507	(9, 283)	274	0.556	493
Homo_sapiens_34569-34718	sp|O00217|NDUS8_HUMAN	150	0.714	(52, 206)	154	0.733	210
Homo_sapiens_51825-51912	sp|P62310|LSM3_HUMAN	87	0.853	(13, 100)	87	0.853	102
Homo_sapiens_49671-49998	sp|O43660|PLRG1_HUMAN	315	0.613	(185, 506)	321	0.625	514
Homo_sapiens_12224-12362	sp|O95400|CD2B2_HUMAN	114	0.334	(0, 307)	307	0.900	341
Homo_sapiens_314-597	sp|P52907|CAZA1_HUMAN	263	0.920	(7, 280)	273	0.955	286
Homo_sapiens_47103-47285	sp|O43447|PPIH_HUMAN	168	0.949	(9, 177)	168	0.949	177
Homo_sapiens_18772-18907	sp|Q9BYD3|RM04_HUMAN	133	0.428	(81, 307)	226	0.727	311
Homo_sapiens_18986-19140	sp|P09497|CLCB_HUMAN	134	0.585	(21, 226)	205	0.895	229
Homo_sapiens_69523-69648	sp|P08708|RS17_HUMAN	118	0.874	(1, 119)	118	0.874	135
Homo_sapiens_69649-69898	sp|Q9H2D1|MFTC_HUMAN	215	0.683	(25, 301)	276	0.876	315
Homo_sapiens_749-986	sp|Q15006|EMC2_HUMAN	202	0.680	(18, 268)	250	0.842	297
Homo_sapiens_38367-38468	sp|P56556|NDUA6_HUMAN	99	0.643	(43, 151)	108	0.701	154
Homo_sapiens_73108-73508	sp|Q8TED0|UTP15_HUMAN	380	0.734	(24, 473)	449	0.867	518
Homo_sapiens_59882-60008	sp|Q5J8M3|EMC4_HUMAN	114	0.623	(15, 175)	160	0.874	183
Homo_sapiens_84588-84820	sp|Q69YN2|C19L1_HUMAN	224	0.416	(8, 518)	510	0.948	538
Homo_sapiens_76567-76758	sp|Q99497|PARK7_HUMAN	181	0.958	(5, 186)	181	0.958	189
Homo_sapiens_27383-27550	sp|Q16763|UBE2S_HUMAN	155	0.698	(6, 222)	216	0.973	222
Homo_sapiens_67090-67464	sp|P45974|UBP5_HUMAN	349	0.407	(198, 855)	657	0.766	858
Homo_sapiens_40450-40851	sp|Q9H0S4|DDX47_HUMAN	387	0.851	(29, 416)	387	0.851	455
Homo_sapiens_10101-10401	sp|Q9BVS4|RIOK2_HUMAN	288	0.522	(0, 307)	307	0.556	552
Homo_sapiens_24611-24766	sp|O75251|NDUS7_HUMAN	156	0.732	(24, 213)	189	0.887	213
Homo_sapiens_55512-55664	sp|Q86U42|PABP2_HUMAN	142	0.464	(115, 306)	191	0.624	306
Homo_sapiens_48533-49255	sp|Q9H9Y6|RPA2_HUMAN	699	0.616	(137, 1128)	991	0.873	1135
Homo_sapiens_35648-35821	sp|P59998|ARPC4_HUMAN	166	0.988	(0, 166)	166	0.988	168
Homo_sapiens_28474-28689	sp|P23193|TCEA1_HUMAN	203	0.674	(9, 299)	290	0.963	301
Homo_sapiens_50477-50706	sp|Q969S3|ZN622_HUMAN	149	0.312	(4, 474)	470	0.985	477
Homo_sapiens_61004-61181	sp|Q9BY32|ITPA_HUMAN	162	0.835	(11, 185)	174	0.897	194
Homo_sapiens_20707-21229	sp|Q15436|SC23A_HUMAN	517	0.676	(228, 765)	537	0.702	765
Homo_sapiens_1852-2017	sp|P67812|SC11A_HUMAN	165	0.922	(11, 179)	168	0.939	179
Homo_sapiens_84276-84396	sp|P20674|COX5A_HUMAN	108	0.720	(38, 146)	108	0.720	150
Homo_sapiens_34333-34568	sp|P09417|DHPR_HUMAN	217	0.889	(15, 232)	217	0.889	244
Homo_sapiens_51913-52077	sp|P62280|RS11_HUMAN	148	0.937	(0, 158)	158	1.000	158
Homo_sapiens_85573-85788	sp|O14818|PSA7_HUMAN	209	0.843	(2, 211)	209	0.843	248
Homo_sapiens_31134-31349	sp|O95070|YIF1A_HUMAN	195	0.666	(57, 287)	230	0.785	293
Homo_sapiens_62338-62573	sp|Q96S94|CCNL2_HUMAN	102	0.196	(45, 284)	239	0.460	520
Homo_sapiens_598-748	sp|Q96B02|UBE2W_HUMAN	133	0.881	(5, 149)	144	0.954	151
Homo_sapiens_55328-55511	sp|O75489|NDUS3_HUMAN	183	0.693	(57, 240)	183	0.693	264
Homo_sapiens_58351-58608	sp|P24863|CCNC_HUMAN	229	0.809	(0, 241)	241	0.852	283
Homo_sapiens_53480-53576	sp|Q9Y3U8|RL36_HUMAN	90	0.857	(6, 99)	93	0.886	105
Homo_sapiens_4808-5050	sp|P28066|PSA5_HUMAN	234	0.971	(0, 238)	238	0.988	241
Homo_sapiens_65212-65326	sp|Q9Y3E0|GOT1B_HUMAN	113	0.819	(7, 124)	117	0.848	138
Homo_sapiens_46019-46210	sp|Q9HC07|TM165_HUMAN	188	0.580	(92, 312)	220	0.679	324
Homo_sapiens_15685-15957	sp|Q8N0X4|CLYBL_HUMAN	232	0.682	(44, 327)	283	0.832	340
Homo_sapiens_39402-39554	sp|P49755|TMEDA_HUMAN	148	0.676	(41, 218)	177	0.808	219
Homo_sapiens_17733-17811	sp|Q8ND56|LS14A_HUMAN	75	0.162	(6, 81)	75	0.162	463
Homo_sapiens_2193-2519	sp|P14324|FPPS_HUMAN	310	0.740	(0, 419)	419	1.000	419
Homo_sapiens_55921-56119	sp|Q14320|FA50A_HUMAN	197	0.581	(48, 336)	288	0.850	339
Homo_sapiens_68853-69010	sp|Q9Y324|FCF1_HUMAN	157	0.793	(13, 196)	183	0.924	198
Homo_sapiens_11401-11690	sp|Q9Y315|DEOC_HUMAN	275	0.865	(0, 291)	291	0.915	318
Homo_sapiens_84397-84587	sp|Q9NRX1|PNO1_HUMAN	185	0.734	(56, 252)	196	0.778	252
Homo_sapiens_37283-37479	sp|O43617|TPPC3_HUMAN	168	0.933	(12, 180)	168	0.933	180
Homo_sapiens_52446-52533	sp|P62308|RUXG_HUMAN	75	0.987	(0, 75)	75	0.987	76
Homo_sapiens_31009-31133	sp|P55145|MANF_HUMAN	119	0.654	(29, 167)	138	0.758	182
Homo_sapiens_25241-25443	sp|O75934|SPF27_HUMAN	195	0.867	(10, 205)	195	0.867	225
Homo_sapiens_42579-42752	sp|P24539|AT5F1_HUMAN	165	0.645	(28, 246)	218	0.852	256
Homo_sapiens_40852-40992	sp|Q9NYZ1|TV23B_HUMAN	135	0.659	(11, 174)	163	0.795	205
Homo_sapiens_44024-44198	sp|P61923|COPZ1_HUMAN	135	0.763	(8, 177)	169	0.955	177
Homo_sapiens_12363-12562	sp|P08621|RU17_HUMAN	170	0.389	(0, 192)	192	0.439	437
Homo_sapiens_65973-66284	sp|P53384|NUBP1_HUMAN	295	0.922	(4, 299)	295	0.922	320
Homo_sapiens_1-93	sp|Q9Y333|LSM2_HUMAN	93	0.979	(1, 94)	93	0.979	95
Homo_sapiens_72079-72230	sp|O15258|RER1_HUMAN	152	0.776	(28, 187)	159	0.811	196
Homo_sapiens_79851-80194	sp|Q15008|PSMD6_HUMAN	337	0.866	(14, 387)	373	0.959	389
Homo_sapiens_82684-82841	sp|Q9UHB9|SRP68_HUMAN	141	0.225	(425, 626)	201	0.321	627
Homo_sapiens_56120-56262	sp|P05455|LA_HUMAN	131	0.321	(15, 192)	177	0.434	408
Homo_sapiens_25629-25711	sp|Q9Y5T4|DJC15_HUMAN	75	0.500	(43, 145)	102	0.680	150
Homo_sapiens_6879-7088	sp|O43708|MAAI_HUMAN	193	0.894	(7, 211)	204	0.944	216
Homo_sapiens_39143-39246	sp|P62304|RUXE_HUMAN	88	0.957	(0, 88)	88	0.957	92
Homo_sapiens_7495-7597	sp|O14737|PDCD5_HUMAN	100	0.800	(2, 122)	120	0.960	125
Homo_sapiens_82399-82517	sp|Q9NXC5|MIO_HUMAN	114	0.130	(619, 843)	224	0.256	875
Homo_sapiens_70053-70287	sp|Q86SQ9|DHDDS_HUMAN	228	0.685	(19, 248)	229	0.688	333
Homo_sapiens_26110-26222	sp|P63272|SPT4H_HUMAN	108	0.923	(6, 114)	108	0.923	117
Homo_sapiens_39826-39943	sp|Q8WYQ3|CHC10_HUMAN	104	0.732	(0, 137)	137	0.965	142
Homo_sapiens_29764-30048	sp|Q13217|DNJC3_HUMAN	283	0.562	(47, 466)	419	0.831	504
Homo_sapiens_23297-23358	sp|P62857|RS28_HUMAN	60	0.870	(9, 69)	60	0.870	69
Homo_sapiens_83758-83940	sp|Q9Y385|UB2J1_HUMAN	166	0.522	(8, 188)	180	0.566	318
Homo_sapiens_28346-28473	sp|Q9Y296|TPPC4_HUMAN	123	0.562	(2, 207)	205	0.936	219
Homo_sapiens_47482-47791	sp|O94826|TOM70_HUMAN	284	0.467	(113, 594)	481	0.791	608
Homo_sapiens_71478-71633	sp|Q9HAV7|GRPE1_HUMAN	136	0.627	(75, 213)	138	0.636	217
Homo_sapiens_78154-78318	sp|Q9H2H8|PPIL3_HUMAN	159	0.988	(1, 160)	159	0.988	161
Homo_sapiens_42879-43172	sp|O95620|DUS4L_HUMAN	250	0.789	(29, 311)	282	0.890	317
Homo_sapiens_57401-57613	sp|P04179|SODM_HUMAN	198	0.892	(22, 220)	198	0.892	222
Homo_sapiens_67913-68127	sp|P51809|VAMP7_HUMAN	185	0.841	(0, 213)	213	0.968	220
Homo_sapiens_34838-34972	sp|P50914|RL14_HUMAN	128	0.595	(4, 132)	128	0.595	215
Homo_sapiens_40993-41143	sp|P41223|BUD31_HUMAN	141	0.979	(0, 144)	144	1.000	144
Homo_sapiens_17812-17983	sp|Q5SRD1|TI23B_HUMAN	141	0.549	(41, 182)	141	0.549	257
Homo_sapiens_76890-77153	sp|O95831|AIFM1_HUMAN	254	0.414	(247, 608)	361	0.589	613
Homo_sapiens_45419-45498	sp|P61218|RPAB2_HUMAN	75	0.591	(50, 125)	75	0.591	127
Homo_sapiens_75165-75435	sp|Q13601|KRR1_HUMAN	246	0.646	(36, 289)	253	0.664	381
Homo_sapiens_35383-35647	sp|Q14498|RBM39_HUMAN	257	0.485	(176, 516)	340	0.642	530
Homo_sapiens_81983-82171	sp|Q9ULC4|MCTS1_HUMAN	165	0.912	(0, 175)	175	0.967	181
Homo_sapiens_67465-67646	sp|O14530|TXND9_HUMAN	167	0.739	(25, 195)	170	0.752	226
Homo_sapiens_61182-61463	sp|O43681|ASNA_HUMAN	266	0.764	(25, 348)	323	0.928	348
Homo_sapiens_58949-59060	sp|Q16718|NDUA5_HUMAN	110	0.948	(5, 115)	110	0.948	116
Homo_sapiens_81136-81302	sp|P61009|SPCS3_HUMAN	155	0.861	(0, 174)	174	0.967	180
Homo_sapiens_27152-27382	sp|Q9NZZ3|CHMP5_HUMAN	203	0.927	(0, 214)	214	0.977	219
Homo_sapiens_47932-48014	sp|P60468|SC61B_HUMAN	71	0.740	(6, 95)	89	0.927	96
Homo_sapiens_42753-42878	sp|O43181|NDUS4_HUMAN	110	0.629	(65, 175)	110	0.629	175
Homo_sapiens_38159-38366	sp|Q96EK9|KTI12_HUMAN	167	0.472	(2, 326)	324	0.915	354
Homo_sapiens_74940-75164	sp|Q8TC29|ENKUR_HUMAN	207	0.809	(7, 251)	244	0.953	256
Homo_sapiens_12712-12806	sp|P25208|NFYB_HUMAN	91	0.440	(52, 143)	91	0.440	207
Homo_sapiens_81303-81552	sp|Q9BUN8|DERL1_HUMAN	232	0.924	(2, 248)	246	0.980	251
Homo_sapiens_78319-78576	sp|P49354|FNTA_HUMAN	224	0.591	(71, 356)	285	0.752	379
Homo_sapiens_64023-64234	sp|Q9BV57|MTND_HUMAN	170	0.950	(1, 171)	170	0.950	179
Homo_sapiens_987-1178	sp|P84098|RL19_HUMAN	191	0.974	(0, 191)	191	0.974	196
Homo_sapiens_18249-18509	sp|Q9P0I2|EMC3_HUMAN	216	0.828	(14, 241)	227	0.870	261
Homo_sapiens_21230-21627	sp|P61160|ARP2_HUMAN	388	0.985	(0, 388)	388	0.985	394
Homo_sapiens_75436-75783	sp|O15371|EIF3D_HUMAN	327	0.597	(79, 527)	448	0.818	548
Homo_sapiens_49256-49521	sp|Q9BT78|CSN4_HUMAN	236	0.581	(25, 291)	266	0.655	406
Homo_sapiens_63758-64022	sp|P05198|IF2A_HUMAN	253	0.803	(5, 258)	253	0.803	315
Homo_sapiens_4293-4596	sp|Q9GZS3|WDR61_HUMAN	261	0.856	(14, 295)	281	0.921	305
Homo_sapiens_25022-25240	sp|Q9H8Y8|GORS2_HUMAN	197	0.436	(0, 203)	203	0.449	452
Homo_sapiens_48203-48330	sp|O75947|ATP5H_HUMAN	123	0.764	(1, 142)	141	0.876	161
Homo_sapiens_36069-36222	sp|P62750|RL23A_HUMAN	137	0.878	(19, 156)	137	0.878	156
Homo_sapiens_62084-62337	sp|Q9H9Y4|GPN2_HUMAN	158	0.510	(9, 297)	288	0.929	310
Homo_sapiens_15958-16285	sp|Q9NVN8|GNL3L_HUMAN	302	0.519	(0, 404)	404	0.694	582
Homo_sapiens_34052-34239	sp|O75608|LYPA1_HUMAN	174	0.757	(21, 226)	205	0.891	230
Homo_sapiens_46805-47102	sp|Q8WU90|ZC3HF_HUMAN	263	0.617	(0, 299)	299	0.702	426
Homo_sapiens_14688-15080	sp|Q9Y2X3|NOP58_HUMAN	375	0.709	(0, 375)	375	0.709	529
Homo_sapiens_19434-19600	sp|Q92541|RTF1_HUMAN	152	0.214	(185, 523)	338	0.476	710
Homo_sapiens_81760-81982	sp|O43615|TIM44_HUMAN	203	0.449	(235, 438)	203	0.449	452
Homo_sapiens_19601-19702	sp|Q86V81|THOC4_HUMAN	96	0.372	(0, 189)	189	0.733	258
Homo_sapiens_19141-19287	sp|Q8N138|ORML3_HUMAN	142	0.928	(10, 152)	142	0.928	153
Homo_sapiens_9395-9482	sp|P10606|COX5B_HUMAN	79	0.612	(36, 122)	86	0.667	129
Homo_sapiens_86882-87046	sp|Q12904|AIMP1_HUMAN	145	0.465	(69, 290)	221	0.708	312
Homo_sapiens_48015-48202	sp|Q9Y3B8|ORN_HUMAN	171	0.722	(44, 215)	171	0.722	237
Homo_sapiens_10617-10818	sp|O75396|SC22B_HUMAN	150	0.698	(4, 195)	191	0.888	215
Homo_sapiens_52291-52445	sp|Q99595|TI17A_HUMAN	146	0.854	(0, 146)	146	0.854	171
Homo_sapiens_73509-73862	sp|P43034|LIS1_HUMAN	335	0.817	(2, 409)	407	0.993	410
Homo_sapiens_65039-65211	sp|Q96ST2|IWS1_HUMAN	166	0.203	(556, 766)	210	0.256	819
Homo_sapiens_66841-66948	sp|P83881|RL36A_HUMAN	106	1.000	(0, 106)	106	1.000	106
Homo_sapiens_53815-53961	sp|Q5VZE5|NAA35_HUMAN	143	0.197	(42, 634)	592	0.817	725
Homo_sapiens_27030-27151	sp|P13073|COX41_HUMAN	113	0.669	(37, 168)	131	0.775	169
Homo_sapiens_12563-12711	sp|P14678|RSMB_HUMAN	122	0.508	(7, 144)	137	0.571	240
Homo_sapiens_52718-53015	sp|Q13618|CUL3_HUMAN	267	0.348	(450, 768)	318	0.414	768
Homo_sapiens_11939-12223	sp|Q9H7B2|RPF2_HUMAN	265	0.866	(8, 285)	277	0.905	306
