partition	protID	trimmedLength	trimmedPercent	span	spanLength	spanPercent	refProtLength
Homo_sapiens_17387-18755	sp|P24928|RPB1_HUMAN	1369	0.695	(14, 1548)	1534	0.779	1970
Homo_sapiens_19103-19244	sp|Q86XP1|DGKH_HUMAN	142	0.116	(766, 949)	183	0.150	1220
Homo_sapiens_19245-19618	sp|P42765|THIM_HUMAN	371	0.935	(3, 391)	388	0.977	397
Homo_sapiens_19619-20152	sp|Q9HD45|TM9S3_HUMAN	534	0.907	(27, 589)	562	0.954	589
Homo_sapiens_20153-20753	sp|O14617|AP3D1_HUMAN	594	0.515	(12, 709)	697	0.605	1153
Homo_sapiens_20954-21655	sp|O94973|AP2A2_HUMAN	692	0.737	(9, 936)	927	0.987	939
Homo_sapiens_21656-22253	sp|O43747|AP1G1_HUMAN	598	0.727	(5, 801)	796	0.968	822
Homo_sapiens_22254-22647	sp|Q92562|FIG4_HUMAN	392	0.432	(38, 636)	598	0.659	907
Homo_sapiens_22648-22946	sp|Q9NTJ5|SAC1_HUMAN	291	0.496	(56, 580)	524	0.893	587
Homo_sapiens_22947-23377	sp|O43426|SYNJ1_HUMAN	431	0.274	(57, 931)	874	0.556	1573
Homo_sapiens_23958-24380	sp|Q03468|ERCC6_HUMAN	423	0.283	(503, 1022)	519	0.348	1493
Homo_sapiens_24381-25481	sp|P30876|RPB2_HUMAN	1101	0.938	(19, 1174)	1155	0.984	1174
Homo_sapiens_25482-25857	sp|Q9H9Y6|RPA2_HUMAN	376	0.331	(136, 1074)	938	0.826	1135
Homo_sapiens_25858-26594	sp|Q9HD20|AT131_HUMAN	722	0.600	(115, 1193)	1078	0.895	1204
Homo_sapiens_26595-26891	sp|P21127|CD11B_HUMAN	297	0.374	(423, 760)	337	0.424	795
Homo_sapiens_27155-27613	sp|P09884|DPOLA_HUMAN	452	0.309	(426, 1243)	817	0.559	1462
Homo_sapiens_28266-28928	sp|P14625|ENPL_HUMAN	651	0.811	(41, 756)	715	0.890	803
Homo_sapiens_29018-29244	sp|Q96CN4|EVI5L_HUMAN	210	0.264	(114, 400)	286	0.360	794
Homo_sapiens_29245-29579	sp|P38935|SMBP2_HUMAN	334	0.336	(187, 642)	455	0.458	993
Homo_sapiens_30007-30354	sp|Q92636|FAN_HUMAN	326	0.356	(194, 871)	677	0.738	917
Homo_sapiens_30355-30624	sp|Q5VVW2|GARL3_HUMAN	270	0.267	(87, 468)	381	0.376	1013
Homo_sapiens_31157-31329	sp|Q9Y5Y2|NUBP2_HUMAN	173	0.638	(20, 228)	208	0.768	271
Homo_sapiens_31330-31680	sp|Q15477|SKIV2_HUMAN	326	0.261	(299, 1208)	909	0.728	1249
Homo_sapiens_31681-31823	sp|Q99797|MIPEP_HUMAN	143	0.201	(418, 671)	253	0.355	713
Homo_sapiens_32378-32683	sp|P35250|RFC2_HUMAN	305	0.862	(34, 347)	313	0.884	354
Homo_sapiens_32684-32846	sp|P60604|UB2G2_HUMAN	163	0.988	(0, 165)	165	1.000	165
Homo_sapiens_32847-33004	sp|P62253|UB2G1_HUMAN	157	0.924	(5, 166)	161	0.947	170
Homo_sapiens_33005-33176	sp|Q8TCB7|METL6_HUMAN	168	0.592	(34, 266)	232	0.817	284
Homo_sapiens_33177-33389	sp|Q96IZ6|MET2A_HUMAN	213	0.563	(15, 370)	355	0.939	378
Homo_sapiens_33390-33612	sp|O14678|ABCD4_HUMAN	223	0.368	(145, 599)	454	0.749	606
Homo_sapiens_33898-34286	sp|Q8IYB7|DI3L2_HUMAN	385	0.435	(60, 794)	734	0.829	885
Homo_sapiens_34287-34785	sp|O75027|ABCB7_HUMAN	495	0.658	(128, 708)	580	0.771	752
Homo_sapiens_34786-35056	sp|P11182|ODB2_HUMAN	267	0.554	(84, 482)	398	0.826	482
Homo_sapiens_35057-35942	sp|P41252|SYIC_HUMAN	859	0.681	(9, 1011)	1002	0.794	1262
Homo_sapiens_35943-36154	sp|Q8TD22|SFXN5_HUMAN	212	0.624	(23, 340)	317	0.932	340
Homo_sapiens_37389-37738	sp|Q9UBF8|PI4KB_HUMAN	337	0.413	(129, 816)	687	0.842	816
Homo_sapiens_37739-38047	sp|P17174|AATC_HUMAN	307	0.743	(17, 410)	393	0.952	413
Homo_sapiens_38348-38770	sp|O95486|SC24A_HUMAN	387	0.354	(392, 1091)	699	0.640	1093
Homo_sapiens_38771-39055	sp|O75694|NU155_HUMAN	280	0.201	(96, 1306)	1210	0.870	1391
Homo_sapiens_39056-39473	sp|Q96AX1|VP33A_HUMAN	410	0.688	(17, 593)	576	0.966	596
Homo_sapiens_39474-39694	sp|Q9NQR4|NIT2_HUMAN	220	0.797	(3, 269)	266	0.964	276
Homo_sapiens_40353-40517	sp|O75153|CLU_HUMAN	163	0.125	(930, 1176)	246	0.188	1309
Homo_sapiens_41029-41525	sp|P49916|DNLI3_HUMAN	497	0.493	(98, 835)	737	0.730	1009
Homo_sapiens_41526-41873	sp|P49917|DNLI4_HUMAN	337	0.370	(68, 690)	622	0.683	911
Homo_sapiens_41874-42242	sp|Q13315|ATM_HUMAN	366	0.120	(2342, 3056)	714	0.234	3056
Homo_sapiens_42243-42397	sp|Q13535|ATR_HUMAN	155	0.059	(2304, 2565)	261	0.099	2644
Homo_sapiens_42748-42929	sp|Q6ZMT4|KDM7A_HUMAN	180	0.191	(37, 941)	904	0.961	941
Homo_sapiens_42930-43203	sp|Q9BRS2|RIOK1_HUMAN	273	0.481	(145, 443)	298	0.525	568
Homo_sapiens_43204-43422	sp|O14730|RIOK3_HUMAN	219	0.422	(72, 446)	374	0.721	519
Homo_sapiens_44048-44518	sp|Q9Y4L1|HYOU1_HUMAN	463	0.460	(36, 916)	880	0.874	1007
Homo_sapiens_44519-45168	sp|Q8NI27|THOC2_HUMAN	639	0.401	(156, 1187)	1031	0.647	1593
Homo_sapiens_45169-45480	sp|Q5VTH9|WDR78_HUMAN	294	0.347	(452, 824)	372	0.439	848
Homo_sapiens_45481-45767	sp|Q86TW2|ADCK1_HUMAN	287	0.542	(80, 468)	388	0.732	530
Homo_sapiens_45957-46271	sp|Q15386|UBE3C_HUMAN	315	0.291	(614, 1083)	469	0.433	1083
Homo_sapiens_46272-46634	sp|Q7Z3V4|UBE3B_HUMAN	362	0.339	(533, 1068)	535	0.501	1068
Homo_sapiens_46635-46894	sp|O95202|LETM1_HUMAN	249	0.337	(162, 739)	577	0.781	739
Homo_sapiens_46895-47180	sp|Q10713|MPPA_HUMAN	282	0.537	(66, 495)	429	0.817	525
Homo_sapiens_47181-47547	sp|Q9NZ71|RTEL1_HUMAN	345	0.283	(6, 729)	723	0.593	1219
Homo_sapiens_47693-47949	sp|Q9UKY4|POMT2_HUMAN	255	0.340	(71, 665)	594	0.792	750
Homo_sapiens_48219-48523	sp|P49902|5NTC_HUMAN	304	0.542	(33, 488)	455	0.811	561
Homo_sapiens_48524-48793	sp|Q8WUH2|TGFA1_HUMAN	236	0.274	(3, 822)	819	0.952	860
Homo_sapiens_48794-49184	sp|Q96JC1|VPS39_HUMAN	380	0.429	(17, 877)	860	0.971	886
Homo_sapiens_49185-49570	sp|Q13823|NOG2_HUMAN	379	0.518	(32, 463)	431	0.590	731
Homo_sapiens_49880-50479	sp|P40939|ECHA_HUMAN	573	0.751	(48, 761)	713	0.934	763
Homo_sapiens_50610-50956	sp|Q9BX10|GTPB2_HUMAN	345	0.573	(62, 585)	523	0.869	602
Homo_sapiens_50957-51388	sp|O00178|GTPB1_HUMAN	432	0.646	(84, 571)	487	0.728	669
Homo_sapiens_51389-51837	sp|O43776|SYNC_HUMAN	444	0.810	(6, 548)	542	0.989	548
Homo_sapiens_51838-52148	sp|Q6ZMV9|KIF6_HUMAN	311	0.382	(49, 482)	433	0.532	814
Homo_sapiens_52149-52585	sp|Q5TA45|INT11_HUMAN	437	0.728	(2, 505)	503	0.838	600
Homo_sapiens_52586-52868	sp|Q14254|FLOT2_HUMAN	283	0.661	(0, 310)	310	0.724	428
Homo_sapiens_52869-53223	sp|Q96I99|SUCB2_HUMAN	352	0.815	(35, 428)	393	0.910	432
Homo_sapiens_53224-53570	sp|Q9P2R7|SUCB1_HUMAN	347	0.749	(49, 462)	413	0.892	463
Homo_sapiens_53571-54165	sp|P47897|SYQ_HUMAN	570	0.735	(13, 771)	758	0.978	775
Homo_sapiens_54166-54585	sp|P49591|SYSC_HUMAN	420	0.817	(0, 479)	479	0.932	514
Homo_sapiens_54586-54838	sp|P40818|UBP8_HUMAN	253	0.226	(769, 1108)	339	0.303	1118
Homo_sapiens_54839-55165	sp|Q13217|DNJC3_HUMAN	323	0.641	(36, 472)	436	0.865	504
Homo_sapiens_55166-55434	sp|Q99615|DNJC7_HUMAN	269	0.545	(33, 452)	419	0.848	494
Homo_sapiens_55435-55609	sp|Q9H9Y4|GPN2_HUMAN	175	0.565	(9, 261)	252	0.813	310
Homo_sapiens_55610-55834	sp|Q9UHW5|GPN3_HUMAN	225	0.792	(1, 262)	261	0.919	284
Homo_sapiens_55835-55977	sp|Q9Y5P6|GMPPB_HUMAN	143	0.397	(84, 233)	149	0.414	360
Homo_sapiens_55978-56275	sp|Q96IJ6|GMPPA_HUMAN	292	0.695	(1, 420)	419	0.998	420
Homo_sapiens_56360-56473	sp|P47985|UCRI_HUMAN	114	0.416	(144, 268)	124	0.453	274
Homo_sapiens_56474-56679	sp|P08574|CY1_HUMAN	206	0.634	(81, 325)	244	0.751	325
Homo_sapiens_56680-57080	sp|Q8WUM4|PDC6I_HUMAN	398	0.459	(50, 710)	660	0.760	868
Homo_sapiens_57081-57324	sp|O00567|NOP56_HUMAN	241	0.406	(173, 424)	251	0.423	594
Homo_sapiens_57325-58104	sp|Q5T655|CFA58_HUMAN	750	0.860	(15, 863)	848	0.972	872
Homo_sapiens_58105-58385	sp|Q96KA5|CLP1L_HUMAN	259	0.481	(208, 529)	321	0.597	538
Homo_sapiens_58386-58724	sp|O96005|CLPT1_HUMAN	338	0.505	(130, 598)	468	0.700	669
Homo_sapiens_58725-58997	sp|O15160|RPAC1_HUMAN	273	0.789	(6, 341)	335	0.968	346
Homo_sapiens_59160-59273	sp|Q99741|CDC6_HUMAN	114	0.204	(170, 534)	364	0.650	560
Homo_sapiens_59274-59510	sp|Q13415|ORC1_HUMAN	236	0.274	(490, 859)	369	0.429	861
Homo_sapiens_59511-59937	sp|Q5JVL4|EFHC1_HUMAN	411	0.642	(8, 519)	511	0.798	640
Homo_sapiens_59938-60147	sp|O43684|BUB3_HUMAN	210	0.640	(51, 321)	270	0.823	328
Homo_sapiens_60148-60393	sp|P38117|ETFB_HUMAN	246	0.965	(1, 254)	253	0.992	255
Homo_sapiens_60394-60515	sp|P53365|ARFP2_HUMAN	122	0.358	(105, 323)	218	0.639	341
Homo_sapiens_60516-60760	sp|Q9BRX9|WDR83_HUMAN	240	0.762	(24, 303)	279	0.886	315
Homo_sapiens_60761-61144	sp|Q13356|PPIL2_HUMAN	378	0.727	(0, 484)	484	0.931	520
Homo_sapiens_61145-61305	sp|Q9H2H8|PPIL3_HUMAN	159	0.988	(0, 161)	161	1.000	161
Homo_sapiens_61424-61657	sp|Q99623|PHB2_HUMAN	234	0.783	(36, 284)	248	0.829	299
Homo_sapiens_61658-61948	sp|P49005|DPOD2_HUMAN	285	0.608	(32, 451)	419	0.893	469
Homo_sapiens_61949-62098	sp|O95479|G6PE_HUMAN	143	0.181	(29, 361)	332	0.420	791
Homo_sapiens_62099-62490	sp|P11413|G6PD_HUMAN	385	0.748	(37, 509)	472	0.917	515
Homo_sapiens_62764-62888	sp|O95232|LC7L3_HUMAN	125	0.289	(6, 230)	224	0.519	432
Homo_sapiens_62889-63097	sp|P00491|PNPH_HUMAN	181	0.626	(16, 246)	230	0.796	289
Homo_sapiens_64351-64638	sp|Q12986|NFX1_HUMAN	288	0.257	(355, 901)	546	0.487	1120
Homo_sapiens_64639-65277	sp|O95985|TOP3B_HUMAN	634	0.735	(10, 812)	802	0.930	862
Homo_sapiens_65278-65794	sp|Q13472|TOP3A_HUMAN	516	0.515	(37, 935)	898	0.897	1001
Homo_sapiens_65795-66105	sp|P11177|ODPB_HUMAN	295	0.822	(33, 340)	307	0.855	359
Homo_sapiens_66524-66936	sp|O00139|KIF2A_HUMAN	412	0.584	(14, 695)	681	0.965	706
Homo_sapiens_67719-68066	sp|Q9Y295|DRG1_HUMAN	347	0.946	(2, 367)	365	0.995	367
Homo_sapiens_68067-68292	sp|Q9Y5K5|UCHL5_HUMAN	223	0.678	(4, 316)	312	0.948	329
Homo_sapiens_68293-68475	sp|P36404|ARL2_HUMAN	183	0.995	(0, 184)	184	1.000	184
Homo_sapiens_68476-68633	sp|P36405|ARL3_HUMAN	158	0.868	(0, 173)	173	0.951	182
Homo_sapiens_68869-69081	sp|Q9BYW2|SETD2_HUMAN	213	0.083	(1491, 2555)	1064	0.415	2564
Homo_sapiens_69378-69553	sp|P08621|RU17_HUMAN	176	0.403	(1, 215)	214	0.490	437
Homo_sapiens_70181-70358	sp|P06132|DCUP_HUMAN	178	0.485	(35, 353)	318	0.866	367
Homo_sapiens_70359-70449	sp|Q96H72|S39AD_HUMAN	88	0.237	(217, 340)	123	0.332	371
Homo_sapiens_70450-70683	sp|Q92504|S39A7_HUMAN	214	0.456	(136, 469)	333	0.710	469
Homo_sapiens_70821-71024	sp|Q9BTE6|AASD1_HUMAN	201	0.488	(2, 389)	387	0.939	412
Homo_sapiens_71025-71332	sp|Q9Y5B8|NDK7_HUMAN	296	0.787	(4, 375)	371	0.987	376
Homo_sapiens_71333-71618	sp|P06746|DPOLB_HUMAN	286	0.854	(8, 330)	322	0.961	335
Homo_sapiens_72070-72489	sp|Q6PCE3|PGM2L_HUMAN	400	0.643	(59, 620)	561	0.902	622
Homo_sapiens_72490-72697	sp|Q86YJ6|THNS2_HUMAN	208	0.430	(101, 431)	330	0.682	484
Homo_sapiens_72698-72875	sp|Q9HD42|CHM1A_HUMAN	171	0.872	(0, 196)	196	1.000	196
Homo_sapiens_72876-73059	sp|Q7LBR1|CHM1B_HUMAN	183	0.920	(2, 197)	195	0.980	199
Homo_sapiens_73060-73211	sp|O15182|CETN3_HUMAN	152	0.910	(15, 167)	152	0.910	167
Homo_sapiens_73212-73735	sp|Q99570|PI3R4_HUMAN	515	0.379	(1, 1174)	1173	0.864	1358
Homo_sapiens_73736-74012	sp|Q92793|CBP_HUMAN	273	0.112	(1107, 1695)	588	0.241	2442
Homo_sapiens_74013-74153	sp|Q9BT92|TCHP_HUMAN	141	0.283	(222, 408)	186	0.373	498
Homo_sapiens_74154-74856	sp|Q7KZ85|SPT6H_HUMAN	701	0.406	(269, 1517)	1248	0.723	1726
Homo_sapiens_74857-74984	sp|P52948|NUP98_HUMAN	128	0.070	(737, 891)	154	0.085	1817
Homo_sapiens_75526-75918	sp|Q2PZI1|D19L1_HUMAN	369	0.547	(40, 615)	575	0.852	675
Homo_sapiens_75919-76084	sp|Q9NUQ7|UFSP2_HUMAN	161	0.343	(260, 467)	207	0.441	469
Homo_sapiens_76085-76357	sp|Q8N960|CE120_HUMAN	273	0.277	(8, 961)	953	0.967	986
Homo_sapiens_76358-76529	sp|Q8IW41|MAPK5_HUMAN	170	0.359	(26, 473)	447	0.945	473
Homo_sapiens_76530-76673	sp|Q16825|PTN21_HUMAN	142	0.121	(918, 1166)	248	0.211	1174
Homo_sapiens_76674-76954	sp|Q8TAD4|ZNT5_HUMAN	265	0.346	(111, 705)	594	0.776	765
Homo_sapiens_76955-77107	sp|Q8TEQ8|PIGO_HUMAN	142	0.130	(125, 1047)	922	0.847	1089
Homo_sapiens_77108-77258	sp|Q6ZN54|DEFI8_HUMAN	147	0.287	(264, 492)	228	0.445	512
Homo_sapiens_77388-77514	sp|Q9HCE0|EPG5_HUMAN	123	0.048	(432, 1644)	1212	0.470	2579
Homo_sapiens_77515-77822	sp|Q9BVL4|SELO_HUMAN	299	0.447	(49, 461)	412	0.616	669
Homo_sapiens_77823-78160	sp|Q92878|RAD50_HUMAN	328	0.250	(0, 1291)	1291	0.984	1312
Homo_sapiens_78402-78693	sp|Q01780|EXOSX_HUMAN	279	0.315	(61, 565)	504	0.569	885
Homo_sapiens_78694-79219	sp|Q8TEX9|IPO4_HUMAN	472	0.437	(5, 996)	991	0.917	1081
Homo_sapiens_79220-79647	sp|O60341|KDM1A_HUMAN	427	0.501	(173, 828)	655	0.769	852
Homo_sapiens_79648-80070	sp|Q14203|DCTN1_HUMAN	411	0.322	(27, 1127)	1100	0.861	1278
Homo_sapiens_80071-80538	sp|Q9GZS0|DNAI2_HUMAN	460	0.760	(0, 522)	522	0.863	605
Homo_sapiens_80804-81005	sp|Q6UX04|CWC27_HUMAN	194	0.411	(0, 218)	218	0.462	472
Homo_sapiens_81006-81128	sp|Q15654|TRIP6_HUMAN	118	0.248	(281, 435)	154	0.324	476
Homo_sapiens_81129-81363	sp|Q9Y4E6|WDR7_HUMAN	230	0.154	(35, 1431)	1396	0.936	1491
Homo_sapiens_81364-81595	sp|P42858|HD_HUMAN	232	0.074	(129, 2455)	2326	0.740	3142
Homo_sapiens_81596-82039	sp|P46459|NSF_HUMAN	443	0.595	(184, 718)	534	0.718	744
Homo_sapiens_82040-82418	sp|P09960|LKHA4_HUMAN	336	0.550	(54, 575)	521	0.853	611
Homo_sapiens_82419-82729	sp|Q06609|RAD51_HUMAN	311	0.917	(27, 339)	312	0.920	339
Homo_sapiens_82730-82831	sp|Q9H974|QTRT2_HUMAN	101	0.243	(39, 385)	346	0.834	415
Homo_sapiens_82832-83986	sp|Q9UG01|IF172_HUMAN	1144	0.654	(0, 1748)	1748	0.999	1749
Homo_sapiens_83987-84298	sp|Q9BVG9|PTSS2_HUMAN	309	0.634	(55, 398)	343	0.704	487
Homo_sapiens_84299-84542	sp|Q16698|DECR_HUMAN	244	0.728	(50, 335)	285	0.851	335
Homo_sapiens_84777-85145	sp|Q8IY18|SMC5_HUMAN	354	0.322	(50, 1074)	1024	0.930	1101
Homo_sapiens_85146-85580	sp|P53041|PPP5_HUMAN	433	0.868	(27, 493)	466	0.934	499
Homo_sapiens_85901-86159	sp|O75191|XYLB_HUMAN	259	0.483	(11, 461)	450	0.840	536
Homo_sapiens_87759-87901	sp|P98175|RBM10_HUMAN	130	0.140	(0, 822)	822	0.884	930
Homo_sapiens_87902-88209	sp|Q9NZC9|SMAL1_HUMAN	300	0.314	(432, 860)	428	0.449	954
Homo_sapiens_88210-88402	sp|O43663|PRC1_HUMAN	173	0.279	(24, 473)	449	0.724	620
Homo_sapiens_88403-88561	sp|Q8NBX0|SCPDL_HUMAN	144	0.336	(10, 372)	362	0.844	429
Homo_sapiens_88562-88710	sp|Q9H1A4|APC1_HUMAN	149	0.077	(1026, 1553)	527	0.271	1944
Homo_sapiens_89379-90235	sp|Q86VP6|CAND1_HUMAN	842	0.685	(6, 1198)	1192	0.969	1230
Homo_sapiens_90236-90389	sp|Q92882|OSTF1_HUMAN	154	0.720	(14, 189)	175	0.818	214
Homo_sapiens_90390-90723	sp|P12270|TPR_HUMAN	326	0.138	(348, 1343)	995	0.421	2363
Homo_sapiens_90724-91031	sp|O60942|MCE1_HUMAN	291	0.487	(6, 597)	591	0.990	597
Homo_sapiens_91248-91460	sp|Q9UQ84|EXO1_HUMAN	197	0.233	(0, 302)	302	0.357	846
Homo_sapiens_92204-93056	sp|A5YKK6|CNOT1_HUMAN	853	0.359	(504, 2356)	1852	0.779	2376
Homo_sapiens_93057-93355	sp|Q9H3U1|UN45A_HUMAN	291	0.308	(23, 898)	875	0.927	944
Homo_sapiens_94278-94687	sp|Q9C093|SPEF2_HUMAN	406	0.223	(29, 1173)	1144	0.628	1822
Homo_sapiens_94688-95439	sp|Q14008|CKAP5_HUMAN	740	0.364	(2, 1425)	1423	0.700	2032
Homo_sapiens_95440-95583	sp|P33981|TTK_HUMAN	141	0.165	(529, 787)	258	0.301	857
Homo_sapiens_96192-96390	sp|Q9H2D1|MFTC_HUMAN	192	0.610	(23, 304)	281	0.892	315
Homo_sapiens_96683-97318	sp|Q9Y5B9|SP16H_HUMAN	631	0.603	(7, 1001)	994	0.949	1047
Homo_sapiens_97319-97870	sp|Q92499|DDX1_HUMAN	546	0.738	(6, 729)	723	0.977	740
Homo_sapiens_98340-98640	sp|Q96SB8|SMC6_HUMAN	284	0.260	(45, 1072)	1027	0.941	1091
Homo_sapiens_98641-98948	sp|O60907|TBL1X_HUMAN	304	0.527	(66, 575)	509	0.882	577
Homo_sapiens_98949-99146	sp|Q9Y4F4|TGRM1_HUMAN	176	0.101	(1268, 1709)	441	0.254	1736
Homo_sapiens_99147-99561	sp|O95163|ELP1_HUMAN	414	0.311	(116, 1221)	1105	0.830	1332
Homo_sapiens_99562-100361	sp|P53618|COPB_HUMAN	798	0.837	(4, 950)	946	0.993	953
Homo_sapiens_100362-101306	sp|O75533|SF3B1_HUMAN	944	0.724	(173, 1304)	1131	0.867	1304
Homo_sapiens_102021-102269	sp|Q9Y2S2|CRYL1_HUMAN	225	0.705	(8, 313)	305	0.956	319
Homo_sapiens_102388-102797	sp|Q99707|METH_HUMAN	408	0.323	(453, 1245)	792	0.626	1265
Homo_sapiens_102798-103098	sp|P49959|MRE11_HUMAN	301	0.425	(15, 401)	386	0.545	708
Homo_sapiens_104290-104922	sp|Q14669|TRIPC_HUMAN	627	0.315	(440, 1992)	1552	0.779	1992
Homo_sapiens_104923-105382	sp|P30038|AL4A1_HUMAN	439	0.780	(32, 563)	531	0.943	563
Homo_sapiens_105383-105536	sp|Q96ST2|IWS1_HUMAN	134	0.164	(555, 770)	215	0.263	819
Homo_sapiens_105537-106100	sp|P19447|ERCC3_HUMAN	562	0.719	(53, 716)	663	0.848	782
Homo_sapiens_106101-106222	sp|Q92619|HMHA1_HUMAN	122	0.107	(707, 940)	233	0.205	1136
Homo_sapiens_106223-106364	sp|Q9NRM2|ZN277_HUMAN	142	0.316	(97, 410)	313	0.696	450
Homo_sapiens_106365-106695	sp|Q9UPN4|CP131_HUMAN	316	0.292	(627, 1076)	449	0.415	1083
Homo_sapiens_106696-106855	sp|Q8IUF1|CBWD2_HUMAN	160	0.405	(45, 318)	273	0.691	395
Homo_sapiens_107360-107627	sp|Q9UBT6|POLK_HUMAN	266	0.306	(20, 510)	490	0.563	870
Homo_sapiens_107628-107895	sp|Q8NE00|TM104_HUMAN	255	0.514	(14, 442)	428	0.863	496
Homo_sapiens_107896-108207	sp|Q14667|K0100_HUMAN	297	0.133	(987, 2235)	1248	0.558	2235
Homo_sapiens_108208-108435	sp|Q92556|ELMO1_HUMAN	226	0.311	(242, 723)	481	0.662	727
Homo_sapiens_108539-108619	sp|Q05519|SRS11_HUMAN	12	0.025	(91, 107)	16	0.033	484
Homo_sapiens_109143-109991	sp|Q00341|VIGLN_HUMAN	837	0.660	(39, 1254)	1215	0.958	1268
Homo_sapiens_109992-110188	sp|P35251|RFC1_HUMAN	197	0.172	(644, 1066)	422	0.368	1148
Homo_sapiens_110189-110376	sp|Q9H993|ARMT1_HUMAN	175	0.397	(15, 410)	395	0.896	441
Homo_sapiens_110377-110674	sp|Q9NWU1|OXSM_HUMAN	284	0.619	(43, 457)	414	0.902	459
Homo_sapiens_110675-110868	sp|P13798|ACPH_HUMAN	186	0.254	(148, 721)	573	0.783	732
Homo_sapiens_110869-111016	sp|P49459|UBE2A_HUMAN	148	0.974	(2, 150)	148	0.974	152
Homo_sapiens_111898-112736	sp|Q9P2J5|SYLC_HUMAN	834	0.709	(8, 1058)	1050	0.893	1176
Homo_sapiens_112920-113297	sp|Q15459|SF3A1_HUMAN	363	0.458	(51, 793)	742	0.936	793
Homo_sapiens_113385-113468	sp|P49321|NASP_HUMAN	84	0.107	(75, 598)	523	0.664	788
Homo_sapiens_113469-113806	sp|Q9UNS1|TIM_HUMAN	332	0.275	(28, 834)	806	0.667	1208
Homo_sapiens_113807-114176	sp|Q8NA54|IQUB_HUMAN	349	0.441	(249, 755)	506	0.640	791
