partition	protID	trimmedLength	trimmedPercent	span	spanLength	spanPercent	refProtLength
Homo_sapiens_12525-12935	sp|P62191|PRS4_HUMAN	411	0.934	(24, 440)	416	0.945	440
Homo_sapiens_12936-13667	sp|P55072|TERA_HUMAN	732	0.908	(12, 768)	756	0.938	806
Homo_sapiens_13668-14022	sp|P04181|OAT_HUMAN	355	0.809	(50, 432)	382	0.870	439
Homo_sapiens_14023-14234	sp|P28066|PSA5_HUMAN	212	0.880	(0, 216)	216	0.896	241
Homo_sapiens_14235-14469	sp|O14818|PSA7_HUMAN	235	0.948	(2, 239)	237	0.956	248
Homo_sapiens_14470-14680	sp|P25789|PSA4_HUMAN	211	0.808	(3, 218)	215	0.824	261
Homo_sapiens_14681-14898	sp|P25787|PSA2_HUMAN	218	0.932	(5, 231)	226	0.966	234
Homo_sapiens_14899-15106	sp|P25786|PSA1_HUMAN	208	0.791	(1, 216)	215	0.817	263
Homo_sapiens_15107-15327	sp|P25788|PSA3_HUMAN	221	0.867	(0, 240)	240	0.941	255
Homo_sapiens_15328-15558	sp|P60900|PSA6_HUMAN	231	0.939	(5, 246)	241	0.980	246
Homo_sapiens_15559-15740	sp|P49721|PSB2_HUMAN	182	0.905	(0, 188)	188	0.935	201
Homo_sapiens_15741-15943	sp|P49720|PSB3_HUMAN	203	0.990	(1, 205)	204	0.995	205
Homo_sapiens_15944-16139	sp|P20618|PSB1_HUMAN	196	0.813	(31, 241)	210	0.871	241
Homo_sapiens_16140-16373	sp|Q99436|PSB7_HUMAN	234	0.845	(12, 255)	243	0.877	277
Homo_sapiens_16374-16574	sp|P28072|PSB6_HUMAN	201	0.841	(29, 231)	202	0.845	239
Homo_sapiens_16575-16773	sp|P28074|PSB5_HUMAN	199	0.757	(55, 254)	199	0.757	263
Homo_sapiens_16774-16955	sp|P28070|PSB4_HUMAN	182	0.689	(45, 238)	193	0.731	264
Homo_sapiens_16956-17168	sp|P62906|RL10A_HUMAN	213	0.982	(2, 217)	215	0.991	217
Homo_sapiens_17169-17337	sp|P62913|RL11_HUMAN	169	0.949	(9, 178)	169	0.949	178
Homo_sapiens_17338-17500	sp|P30050|RL12_HUMAN	163	0.988	(0, 163)	163	0.988	165
Homo_sapiens_17501-17676	sp|P26373|RL13_HUMAN	176	0.834	(5, 199)	194	0.919	211
Homo_sapiens_17677-17784	sp|P50914|RL14_HUMAN	108	0.502	(4, 116)	112	0.521	215
Homo_sapiens_17785-17988	sp|P61313|RL15_HUMAN	204	1.000	(0, 204)	204	1.000	204
Homo_sapiens_17989-18161	sp|P40429|RL13A_HUMAN	173	0.852	(8, 181)	173	0.852	203
Homo_sapiens_18162-18316	sp|P18621|RL17_HUMAN	155	0.842	(0, 159)	159	0.864	184
Homo_sapiens_18317-18481	sp|Q07020|RL18_HUMAN	164	0.872	(0, 187)	187	0.995	188
Homo_sapiens_18482-18661	sp|P84098|RL19_HUMAN	180	0.918	(0, 180)	180	0.918	196
Homo_sapiens_18662-18909	sp|P62917|RL8_HUMAN	248	0.965	(0, 248)	248	0.965	257
Homo_sapiens_18910-19065	sp|Q02543|RL18A_HUMAN	156	0.886	(6, 174)	168	0.955	176
Homo_sapiens_19066-19219	sp|P46778|RL21_HUMAN	154	0.963	(0, 160)	160	1.000	160
Homo_sapiens_19220-19306	sp|P35268|RL22_HUMAN	87	0.680	(20, 121)	101	0.789	128
Homo_sapiens_19307-19435	sp|P62829|RL23_HUMAN	129	0.921	(10, 139)	129	0.921	140
Homo_sapiens_19436-19552	sp|P83731|RL24_HUMAN	117	0.745	(0, 119)	119	0.758	157
Homo_sapiens_19553-19679	sp|Q9UHA3|RLP24_HUMAN	127	0.779	(0, 127)	127	0.779	163
Homo_sapiens_19680-19798	sp|P62750|RL23A_HUMAN	119	0.763	(20, 156)	136	0.872	156
Homo_sapiens_19799-19919	sp|Q9UNX3|RL26L_HUMAN	121	0.834	(1, 122)	121	0.834	145
Homo_sapiens_19920-20054	sp|P46776|RL27A_HUMAN	135	0.912	(5, 148)	143	0.966	148
Homo_sapiens_20055-20425	sp|P39023|RL3_HUMAN	371	0.921	(0, 394)	394	0.978	403
Homo_sapiens_20426-20530	sp|P62888|RL30_HUMAN	105	0.913	(4, 109)	105	0.913	115
Homo_sapiens_20531-20638	sp|P62899|RL31_HUMAN	108	0.864	(14, 122)	108	0.864	125
Homo_sapiens_20639-20767	sp|P62910|RL32_HUMAN	129	0.956	(5, 135)	130	0.963	135
Homo_sapiens_20768-20871	sp|P18077|RL35A_HUMAN	104	0.945	(3, 110)	107	0.973	110
Homo_sapiens_20872-20975	sp|P49207|RL34_HUMAN	104	0.889	(3, 110)	107	0.915	117
Homo_sapiens_20976-21094	sp|P42766|RL35_HUMAN	119	0.967	(3, 122)	119	0.967	123
Homo_sapiens_21095-21175	sp|Q9Y3U8|RL36_HUMAN	81	0.771	(8, 99)	91	0.867	105
Homo_sapiens_21176-21260	sp|P61927|RL37_HUMAN	85	0.876	(0, 85)	85	0.876	97
Homo_sapiens_21261-21323	sp|P63173|RL38_HUMAN	63	0.900	(0, 68)	68	0.971	70
Homo_sapiens_21324-21374	sp|P62891|RL39_HUMAN	51	1.000	(0, 51)	51	1.000	51
Homo_sapiens_21375-21477	sp|P83881|RL36A_HUMAN	103	0.972	(0, 106)	106	1.000	106
Homo_sapiens_21478-21566	sp|P61513|RL37A_HUMAN	89	0.967	(1, 91)	90	0.978	92
Homo_sapiens_21567-21863	sp|P36578|RL4_HUMAN	297	0.696	(3, 330)	327	0.766	427
Homo_sapiens_21864-22111	sp|P46777|RL5_HUMAN	248	0.835	(1, 251)	250	0.842	297
Homo_sapiens_22112-22251	sp|Q02878|RL6_HUMAN	140	0.486	(97, 288)	191	0.663	288
Homo_sapiens_22252-22455	sp|P18124|RL7_HUMAN	204	0.823	(13, 248)	235	0.948	248
Homo_sapiens_22456-22622	sp|P32969|RL9_HUMAN	167	0.870	(0, 184)	184	0.958	192
Homo_sapiens_22623-22892	sp|P05388|RLA0_HUMAN	270	0.852	(0, 272)	272	0.858	317
Homo_sapiens_22893-23123	sp|P61247|RS3A_HUMAN	231	0.875	(0, 264)	264	1.000	264
Homo_sapiens_23124-23214	sp|P46783|RS10_HUMAN	91	0.552	(0, 96)	96	0.582	165
Homo_sapiens_23215-23349	sp|P62280|RS11_HUMAN	135	0.854	(4, 158)	154	0.975	158
Homo_sapiens_23350-23500	sp|P62277|RS13_HUMAN	151	1.000	(0, 151)	151	1.000	151
Homo_sapiens_23501-23634	sp|P62263|RS14_HUMAN	134	0.887	(16, 151)	135	0.894	151
Homo_sapiens_23635-23772	sp|P62841|RS15_HUMAN	138	0.952	(7, 145)	138	0.952	145
Homo_sapiens_23773-23909	sp|P62249|RS16_HUMAN	137	0.938	(9, 146)	137	0.938	146
Homo_sapiens_23910-24016	sp|P08708|RS17_HUMAN	107	0.793	(0, 110)	110	0.815	135
Homo_sapiens_24017-24168	sp|P62269|RS18_HUMAN	152	1.000	(0, 152)	152	1.000	152
Homo_sapiens_24169-24298	sp|P39019|RS19_HUMAN	130	0.897	(5, 138)	133	0.917	145
Homo_sapiens_24299-24512	sp|P15880|RS2_HUMAN	214	0.730	(57, 273)	216	0.737	293
Homo_sapiens_24513-24617	sp|P60866|RS20_HUMAN	105	0.882	(13, 118)	105	0.882	119
Homo_sapiens_24618-24746	sp|P62244|RS15A_HUMAN	129	0.992	(0, 129)	129	0.992	130
Homo_sapiens_24747-24889	sp|P62266|RS23_HUMAN	143	1.000	(0, 143)	143	1.000	143
Homo_sapiens_24890-25007	sp|P62847|RS24_HUMAN	118	0.887	(5, 125)	120	0.902	133
Homo_sapiens_25008-25086	sp|P62851|RS25_HUMAN	79	0.632	(34, 113)	79	0.632	125
Homo_sapiens_25087-25186	sp|P62854|RS26_HUMAN	100	0.870	(0, 100)	100	0.870	115
Homo_sapiens_25187-25268	sp|P42677|RS27_HUMAN	82	0.976	(0, 82)	82	0.976	84
Homo_sapiens_25269-25326	sp|P62979|RS27A_HUMAN	58	0.372	(94, 152)	58	0.372	156
Homo_sapiens_25327-25386	sp|P62857|RS28_HUMAN	60	0.870	(9, 69)	60	0.870	69
Homo_sapiens_25387-25441	sp|P62273|RS29_HUMAN	55	0.982	(0, 55)	55	0.982	56
Homo_sapiens_25442-25654	sp|P23396|RS3_HUMAN	213	0.877	(5, 218)	213	0.877	243
Homo_sapiens_25655-25907	sp|P62701|RS4X_HUMAN	253	0.962	(2, 255)	253	0.962	263
Homo_sapiens_25908-26095	sp|P46782|RS5_HUMAN	188	0.922	(16, 204)	188	0.922	204
Homo_sapiens_26096-26308	sp|P62753|RS6_HUMAN	212	0.851	(0, 219)	219	0.880	249
Homo_sapiens_26309-26477	sp|P62081|RS7_HUMAN	169	0.871	(6, 190)	184	0.948	194
Homo_sapiens_26478-26662	sp|P62241|RS8_HUMAN	185	0.889	(0, 203)	203	0.976	208
Homo_sapiens_26663-26833	sp|P46781|RS9_HUMAN	171	0.881	(9, 180)	171	0.881	194
Homo_sapiens_26834-27244	sp|P23526|SAHH_HUMAN	410	0.949	(8, 432)	424	0.981	432
Homo_sapiens_27245-27448	sp|P08865|RSSA_HUMAN	204	0.692	(0, 207)	207	0.702	295
Homo_sapiens_27449-27815	sp|P49591|SYSC_HUMAN	367	0.714	(15, 475)	460	0.895	514
Homo_sapiens_27816-28114	sp|P67775|PP2AA_HUMAN	299	0.968	(9, 308)	299	0.968	309
Homo_sapiens_28115-28404	sp|P53597|SUCA_HUMAN	290	0.838	(42, 333)	291	0.841	346
Homo_sapiens_28405-28646	sp|P05198|IF2A_HUMAN	242	0.768	(5, 286)	281	0.892	315
Homo_sapiens_28647-28790	sp|Q99437|VATO_HUMAN	144	0.702	(31, 196)	165	0.805	205
Homo_sapiens_28791-29347	sp|P38606|VATA_HUMAN	557	0.903	(14, 586)	572	0.927	617
Homo_sapiens_29348-29821	sp|P21281|VATB2_HUMAN	474	0.928	(30, 506)	476	0.932	511
Homo_sapiens_29822-30016	sp|P36543|VATE1_HUMAN	195	0.863	(0, 226)	226	1.000	226
Homo_sapiens_30017-30257	sp|P45880|VDAC2_HUMAN	241	0.820	(14, 293)	279	0.949	294
